Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,4268.66,наличный,Могилев,БелАгропромбанк-ZUDE-076,03-07-2010,13:52:00,успешно,нет,0.0
юр. лицо,списание средств,2248.51,безналичный,Минск,Приорбанк-AWFE-307,10-11-2019,21:32:03,недостаточно средств,нет,0.0
юр. лицо,списание средств,3749.34,наличный,Минск,МаксБанк-PPIX-053,17-02-2014,10:54:35,успешно,да,148.21
физ. лицо,списание средств,3652.03,наличный,Витебск,Белинвестбанк-ZIHR-402,06-09-2010,16:29:46,успешно,да,211.03
юр. лицо,получение средств,2125.81,безналичный,Витебск,Приорбанк-XFHJ-120,17-01-2014,13:13:59,успешно,нет,0.0
юр. лицо,списание средств,2798.89,безналичный,Могилев,МаксБанк-UVNJ-475,19-04-2013,18:25:49,успешно,да,172.28
физ. лицо,получение средств,4709.07,безналичный,Гродно,Беларусбанк-EJFM-001,03-09-2004,17:06:44,успешно,нет,0.0
юр. лицо,получение средств,1832.55,наличный,Могилев,Приорбанк-IIKP-274,02-02-2001,11:10:54,успешно,нет,0.0
физ. лицо,списание средств,93.03,наличный,Минск,БелАгропромбанк-KCUX-451,05-01-2006,05:18:54,неправильный ввод пин-кода,да,9.26
юр. лицо,получение средств,1694.83,наличный,Гомель,МаксБанк-DNKS-911,06-12-2006,18:32:53,успешно,нет,0.0
физ. лицо,получение средств,3727.48,безналичный,Гродно,БелАгропромбанк-JTRH-637,21-06-2018,00:04:31,успешно,нет,0.0
физ. лицо,получение средств,3594.49,наличный,Гомель,Беларусбанк-NDTY-242,18-04-2000,07:40:43,успешно,нет,0.0
юр. лицо,списание средств,3852.75,безналичный,Могилев,Приорбанк-RJDI-779,08-03-2010,13:37:22,неправильный ввод пин-кода,да,149.1
физ. лицо,списание средств,1971.43,наличный,Витебск,МаксБанк-AOZM-842,16-07-2015,17:55:29,недостаточно средств,да,56.77
юр. лицо,получение средств,3265.97,безналичный,Могилев,БелАгропромбанк-WTGC-304,04-12-2009,11:49:16,успешно,нет,0.0
физ. лицо,списание средств,3638.17,безналичный,Брест,Беларусбанк-VMHG-457,21-07-2000,14:24:41,недостаточно средств,нет,0.0
юр. лицо,списание средств,1763.38,наличный,Гомель,Белинвестбанк-FIKF-085,08-01-2005,11:30:30,недостаточно средств,нет,0.0
физ. лицо,списание средств,4132.88,наличный,Могилев,БелАгропромбанк-HJYC-204,01-07-2021,01:20:43,недостаточно средств,нет,0.0
физ. лицо,получение средств,3466.86,наличный,Гомель,Белинвестбанк-TDRN-662,25-08-2017,18:28:42,успешно,нет,0.0
юр. лицо,списание средств,4544.61,безналичный,Могилев,Беларусбанк-IFUQ-137,19-05-2001,15:25:03,успешно,да,138.61
физ. лицо,списание средств,1894.5,безналичный,Гродно,МаксБанк-CITJ-092,14-10-2001,15:41:54,успешно,да,28.16
юр. лицо,списание средств,833.3,безналичный,Гродно,Белинвестбанк-BUYX-751,13-04-2002,06:15:08,недостаточно средств,нет,0.0
юр. лицо,списание средств,599.55,безналичный,Гомель,МаксБанк-LWDF-070,15-10-2013,15:46:36,успешно,нет,0.0
физ. лицо,списание средств,920.3,безналичный,Витебск,Белинвестбанк-YTOF-037,05-04-2000,23:14:51,успешно,нет,0.0
физ. лицо,списание средств,884.66,наличный,Гомель,Приорбанк-WJLD-433,28-01-2009,07:32:23,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1744.29,наличный,Гомель,МаксБанк-YVTW-638,10-05-2018,12:34:38,успешно,нет,0.0
физ. лицо,списание средств,1055.13,наличный,Гродно,Белинвестбанк-JZQT-294,22-07-2011,10:58:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,3062.07,безналичный,Минск,Белинвестбанк-GGKU-033,12-02-2022,22:34:20,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,851.53,наличный,Могилев,БелАгропромбанк-TJEB-046,11-11-2010,07:35:11,успешно,нет,0.0
физ. лицо,списание средств,2254.28,безналичный,Гомель,Приорбанк-WFFP-787,23-05-2008,05:16:44,неправильный ввод пин-кода,да,223.95
юр. лицо,получение средств,2508.08,наличный,Гомель,МаксБанк-PCNO-984,08-05-2007,15:31:57,успешно,нет,0.0
физ. лицо,получение средств,3956.88,безналичный,Витебск,Белинвестбанк-TKVJ-539,20-08-2023,17:42:31,успешно,нет,0.0
физ. лицо,получение средств,2104.18,наличный,Брест,Приорбанк-EBKQ-061,29-05-2013,14:25:02,успешно,нет,0.0
юр. лицо,получение средств,1460.38,наличный,Брест,Беларусбанк-HDYQ-258,24-01-2018,12:18:29,успешно,нет,0.0
юр. лицо,списание средств,944.4,безналичный,Гомель,Белинвестбанк-IWOB-880,20-02-2007,07:35:26,недостаточно средств,да,11.44
физ. лицо,списание средств,3441.4,наличный,Брест,Приорбанк-ZHOL-818,20-01-2019,19:38:32,успешно,да,324.29
юр. лицо,списание средств,194.76,наличный,Брест,Белинвестбанк-VWWI-939,20-01-2000,06:04:07,недостаточно средств,нет,0.0
юр. лицо,списание средств,3324.32,наличный,Брест,Приорбанк-SOFF-615,13-06-2011,05:42:29,успешно,да,61.4
физ. лицо,списание средств,1352.35,безналичный,Минск,Приорбанк-LIZZ-320,20-08-2007,07:24:13,недостаточно средств,да,27.32
юр. лицо,списание средств,4105.29,безналичный,Минск,Приорбанк-LTFD-124,08-03-2012,23:37:26,недостаточно средств,да,223.95
физ. лицо,списание средств,3846.7,наличный,Минск,МаксБанк-QQEO-497,18-10-2017,23:17:31,недостаточно средств,да,195.71
физ. лицо,получение средств,3067.31,безналичный,Могилев,БелАгропромбанк-HBSW-076,24-03-2004,03:17:18,успешно,нет,0.0
физ. лицо,списание средств,3031.38,безналичный,Могилев,Приорбанк-RHHC-571,26-03-2005,02:15:22,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,873.47,безналичный,Витебск,Беларусбанк-VAVK-867,05-10-2010,16:43:35,успешно,да,25.78
юр. лицо,получение средств,3570.86,безналичный,Витебск,Белинвестбанк-PNXH-918,13-01-2008,06:48:47,успешно,нет,0.0
физ. лицо,списание средств,3202.59,наличный,Витебск,Белинвестбанк-UWBY-378,22-11-2010,06:16:08,неправильный ввод пин-кода,да,80.54
физ. лицо,получение средств,2575.46,наличный,Брест,Беларусбанк-JFEY-961,04-05-2015,17:47:19,успешно,нет,0.0
юр. лицо,получение средств,1965.87,наличный,Минск,МаксБанк-WUAK-065,29-08-2015,12:55:34,успешно,нет,0.0
физ. лицо,получение средств,130.07,безналичный,Гомель,БелАгропромбанк-RVKZ-565,13-03-2000,22:17:45,успешно,нет,0.0
юр. лицо,списание средств,505.24,наличный,Гродно,Белинвестбанк-ILFX-243,14-02-2019,11:01:58,недостаточно средств,нет,0.0
физ. лицо,получение средств,3487.87,безналичный,Гродно,Приорбанк-QRKA-992,28-05-2007,16:43:13,успешно,нет,0.0
юр. лицо,получение средств,4860.55,наличный,Могилев,Беларусбанк-RBDC-195,04-04-2012,04:29:16,успешно,нет,0.0
физ. лицо,получение средств,1861.35,наличный,Брест,Белинвестбанк-UCCL-877,27-01-2000,10:32:50,успешно,нет,0.0
физ. лицо,списание средств,346.95,наличный,Витебск,МаксБанк-UWTY-856,08-11-2021,08:07:37,успешно,да,31.11
физ. лицо,получение средств,1374.74,наличный,Минск,Приорбанк-QBLL-924,31-12-2004,02:25:59,успешно,нет,0.0
юр. лицо,списание средств,186.32,безналичный,Брест,Беларусбанк-TGLH-973,29-01-2007,06:40:17,успешно,да,7.18
юр. лицо,получение средств,405.18,наличный,Могилев,Беларусбанк-RDIK-574,27-06-2020,06:11:26,успешно,нет,0.0
физ. лицо,списание средств,4073.44,безналичный,Могилев,Белинвестбанк-MXII-491,18-03-2007,11:34:08,неправильный ввод пин-кода,да,258.1
юр. лицо,списание средств,1907.58,безналичный,Могилев,Беларусбанк-MFYK-807,17-07-2010,10:04:14,успешно,да,63.34
физ. лицо,получение средств,3829.97,наличный,Гомель,Приорбанк-VJEY-999,22-07-2014,13:39:41,успешно,нет,0.0
физ. лицо,списание средств,1235.05,безналичный,Гродно,МаксБанк-FMKX-017,17-03-2003,11:56:45,недостаточно средств,да,25.67
физ. лицо,списание средств,516.48,наличный,Гомель,Приорбанк-EDFM-034,19-03-2001,01:29:27,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2442.92,безналичный,Брест,Беларусбанк-RDOZ-694,11-09-2017,19:19:52,недостаточно средств,нет,0.0
юр. лицо,получение средств,2114.84,наличный,Могилев,Приорбанк-NCDI-584,28-02-2004,16:19:04,успешно,нет,0.0
физ. лицо,получение средств,1296.56,наличный,Могилев,Белинвестбанк-YZUZ-732,28-04-2022,17:19:46,успешно,нет,0.0
юр. лицо,списание средств,1532.04,наличный,Брест,МаксБанк-NXUS-103,23-03-2008,16:06:23,успешно,нет,0.0
юр. лицо,списание средств,3630.05,безналичный,Витебск,Приорбанк-VZAY-224,19-02-2005,00:12:09,успешно,нет,0.0
физ. лицо,получение средств,3836.22,безналичный,Брест,БелАгропромбанк-CGYY-011,14-01-2024,09:25:27,успешно,нет,0.0
юр. лицо,списание средств,4596.89,наличный,Гомель,Беларусбанк-OWOP-713,23-04-2002,12:42:42,успешно,нет,0.0
физ. лицо,получение средств,2981.49,безналичный,Могилев,БелАгропромбанк-OFXQ-905,17-07-2011,23:31:54,успешно,нет,0.0
юр. лицо,получение средств,3575.5,безналичный,Гродно,БелАгропромбанк-YCHA-761,09-04-2021,08:39:53,успешно,нет,0.0
юр. лицо,списание средств,2517.1,безналичный,Гродно,Приорбанк-EPQX-808,04-02-2017,13:01:20,успешно,нет,0.0
физ. лицо,списание средств,3120.69,наличный,Гомель,Белинвестбанк-DCOJ-987,12-07-2000,10:53:15,неправильный ввод пин-кода,да,262.53
физ. лицо,получение средств,3003.7,безналичный,Могилев,Беларусбанк-BLVB-582,11-10-2007,16:17:44,успешно,нет,0.0
физ. лицо,списание средств,665.49,безналичный,Гродно,Беларусбанк-EUXS-784,02-08-2014,17:41:54,недостаточно средств,нет,0.0
физ. лицо,получение средств,1776.4,безналичный,Гомель,Приорбанк-KYHN-497,06-10-2006,18:58:30,успешно,нет,0.0
юр. лицо,списание средств,4583.27,наличный,Минск,Приорбанк-WRSW-787,10-12-2019,09:01:51,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3972.47,безналичный,Брест,Беларусбанк-ASDE-706,16-12-2015,21:12:50,успешно,да,202.15
юр. лицо,списание средств,4784.04,безналичный,Минск,Беларусбанк-RRVX-422,09-03-2013,13:18:59,успешно,нет,0.0
физ. лицо,получение средств,296.78,наличный,Брест,БелАгропромбанк-RWIP-522,05-09-2004,23:00:23,успешно,нет,0.0
юр. лицо,списание средств,358.0,наличный,Могилев,МаксБанк-EDLK-927,19-01-2019,18:37:20,успешно,нет,0.0
физ. лицо,списание средств,3319.45,наличный,Гродно,Белинвестбанк-BAQV-692,27-11-2014,05:46:52,недостаточно средств,нет,0.0
физ. лицо,получение средств,1631.36,наличный,Брест,МаксБанк-VYPK-510,06-08-2001,17:46:06,успешно,нет,0.0
юр. лицо,получение средств,2247.7,безналичный,Витебск,Приорбанк-DHPF-865,19-07-2017,00:47:56,успешно,нет,0.0
юр. лицо,списание средств,1378.15,безналичный,Витебск,Белинвестбанк-BOXD-801,24-07-2002,21:28:51,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4640.1,безналичный,Витебск,Беларусбанк-RECF-460,30-11-2005,08:51:14,успешно,нет,0.0
юр. лицо,списание средств,345.49,наличный,Минск,Беларусбанк-NROT-056,02-11-2006,04:03:47,успешно,да,10.99
юр. лицо,получение средств,4744.89,безналичный,Могилев,Беларусбанк-ZPZN-862,02-05-2021,17:01:51,успешно,нет,0.0
физ. лицо,получение средств,2965.81,безналичный,Витебск,Беларусбанк-YNRX-303,05-10-2009,23:01:38,успешно,нет,0.0
физ. лицо,списание средств,4355.05,наличный,Гомель,Белинвестбанк-GUQA-381,30-12-2020,17:45:45,недостаточно средств,да,111.54
юр. лицо,списание средств,1603.07,наличный,Витебск,Беларусбанк-JKQX-386,21-04-2016,09:45:26,недостаточно средств,нет,0.0
юр. лицо,списание средств,2698.81,наличный,Могилев,Белинвестбанк-BVIE-404,21-06-2023,22:28:34,недостаточно средств,нет,0.0
физ. лицо,получение средств,838.12,безналичный,Гомель,Белинвестбанк-IRSG-855,27-10-2024,19:51:46,успешно,нет,0.0
юр. лицо,получение средств,4241.99,наличный,Могилев,Беларусбанк-FYXG-536,04-07-2008,02:35:06,успешно,нет,0.0
физ. лицо,списание средств,2384.01,наличный,Минск,БелАгропромбанк-ITII-872,02-06-2001,09:39:38,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,492.17,наличный,Витебск,Беларусбанк-CKLA-113,19-03-2000,15:45:34,успешно,нет,0.0
физ. лицо,списание средств,3187.97,наличный,Брест,Приорбанк-LXID-093,12-08-2021,02:29:19,недостаточно средств,да,269.57
физ. лицо,получение средств,1514.17,наличный,Минск,Беларусбанк-ZOJR-442,12-08-2004,08:11:05,успешно,нет,0.0
физ. лицо,получение средств,722.72,безналичный,Могилев,БелАгропромбанк-UVJV-591,09-02-2000,00:10:37,успешно,нет,0.0
физ. лицо,получение средств,4060.34,безналичный,Могилев,Беларусбанк-ZJDS-264,02-10-2011,20:48:38,успешно,нет,0.0
юр. лицо,списание средств,1213.09,наличный,Витебск,БелАгропромбанк-LZIS-674,26-03-2008,03:00:42,успешно,нет,0.0
юр. лицо,получение средств,3925.1,наличный,Витебск,МаксБанк-BJCK-217,19-11-2011,22:10:06,успешно,нет,0.0
юр. лицо,списание средств,4242.6,наличный,Могилев,Беларусбанк-USWA-049,14-06-2019,19:59:24,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,475.9,безналичный,Гродно,Беларусбанк-AMZY-301,25-01-2004,15:12:17,недостаточно средств,да,35.44
физ. лицо,получение средств,3582.82,наличный,Гомель,МаксБанк-LVNV-422,14-02-2011,09:08:21,успешно,нет,0.0
физ. лицо,получение средств,784.93,наличный,Брест,БелАгропромбанк-VHNS-061,07-11-2009,06:16:48,успешно,нет,0.0
физ. лицо,списание средств,2620.7,наличный,Гродно,МаксБанк-GJMP-267,09-05-2000,08:33:46,успешно,да,101.06
юр. лицо,получение средств,3045.36,безналичный,Минск,Беларусбанк-HWTE-991,23-12-2017,08:54:54,успешно,нет,0.0
физ. лицо,получение средств,3975.13,безналичный,Минск,МаксБанк-AERJ-527,01-06-2016,17:47:14,успешно,нет,0.0
юр. лицо,списание средств,3588.75,наличный,Брест,Беларусбанк-CHPZ-624,12-05-2010,17:55:50,недостаточно средств,нет,0.0
физ. лицо,списание средств,1626.84,безналичный,Гомель,Беларусбанк-ETNE-794,15-08-2005,20:32:23,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2089.08,безналичный,Могилев,БелАгропромбанк-PRYK-268,14-04-2019,02:05:23,успешно,нет,0.0
юр. лицо,списание средств,1343.46,безналичный,Минск,БелАгропромбанк-TKQN-116,27-04-2023,01:27:21,успешно,нет,0.0
юр. лицо,получение средств,3837.27,безналичный,Минск,Приорбанк-BPNA-657,17-01-2003,15:53:55,успешно,нет,0.0
юр. лицо,получение средств,3730.58,наличный,Могилев,Приорбанк-KGLJ-882,04-04-2002,11:24:55,успешно,нет,0.0
физ. лицо,получение средств,4552.51,безналичный,Гомель,Беларусбанк-OVXI-131,28-05-2012,22:09:01,успешно,нет,0.0
физ. лицо,получение средств,2276.44,безналичный,Брест,Белинвестбанк-GACU-841,07-01-2015,10:26:11,успешно,нет,0.0
юр. лицо,списание средств,162.3,безналичный,Брест,МаксБанк-VQUP-440,13-07-2017,18:31:37,недостаточно средств,да,4.56
юр. лицо,получение средств,4843.27,наличный,Брест,БелАгропромбанк-LUVW-038,22-09-2022,01:28:58,успешно,нет,0.0
физ. лицо,получение средств,699.67,безналичный,Гродно,БелАгропромбанк-ZXEV-935,27-08-2011,13:37:39,успешно,нет,0.0
физ. лицо,списание средств,1368.82,безналичный,Гомель,МаксБанк-PPLY-228,08-01-2016,21:40:05,неправильный ввод пин-кода,да,81.63
юр. лицо,списание средств,472.55,безналичный,Гомель,МаксБанк-QQXN-172,11-01-2015,05:04:39,недостаточно средств,да,45.91
юр. лицо,получение средств,2320.76,безналичный,Гродно,Приорбанк-SUSD-086,18-05-2002,16:39:16,успешно,нет,0.0
физ. лицо,списание средств,4702.31,безналичный,Гомель,МаксБанк-FRIS-396,24-09-2020,10:27:22,успешно,да,375.49
физ. лицо,списание средств,1942.67,наличный,Минск,МаксБанк-KJLV-658,10-12-2000,08:09:39,успешно,нет,0.0
юр. лицо,получение средств,3621.95,безналичный,Гродно,МаксБанк-TJDN-569,08-11-2022,10:55:36,успешно,нет,0.0
юр. лицо,получение средств,4390.9,наличный,Минск,МаксБанк-FXKI-770,17-12-2014,05:42:11,успешно,нет,0.0
юр. лицо,получение средств,693.85,наличный,Брест,МаксБанк-NQXH-789,09-06-2008,15:49:18,успешно,нет,0.0
физ. лицо,получение средств,2615.49,безналичный,Гродно,Белинвестбанк-DQEW-570,16-06-2001,22:21:12,успешно,нет,0.0
физ. лицо,списание средств,3973.42,безналичный,Витебск,Приорбанк-ODKR-018,16-10-2016,17:10:10,недостаточно средств,да,136.66
физ. лицо,получение средств,2395.76,наличный,Брест,Белинвестбанк-TMHH-222,31-08-2014,01:39:03,успешно,нет,0.0
физ. лицо,получение средств,2073.63,безналичный,Могилев,БелАгропромбанк-NRUH-513,19-06-2012,13:41:33,успешно,нет,0.0
юр. лицо,получение средств,3490.61,наличный,Могилев,БелАгропромбанк-WLRM-348,03-11-2004,14:46:06,успешно,нет,0.0
юр. лицо,получение средств,2342.68,наличный,Минск,БелАгропромбанк-UAHA-714,07-07-2020,14:42:10,успешно,нет,0.0
физ. лицо,списание средств,2356.9,безналичный,Могилев,Приорбанк-XPER-281,04-01-2002,00:09:45,недостаточно средств,нет,0.0
физ. лицо,получение средств,2380.78,безналичный,Гродно,БелАгропромбанк-VREI-874,11-07-2005,14:29:28,успешно,нет,0.0
юр. лицо,списание средств,3040.08,безналичный,Брест,Беларусбанк-XFQH-525,03-04-2013,08:52:22,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,542.59,безналичный,Гродно,Приорбанк-GJDT-325,19-03-2020,18:10:37,успешно,нет,0.0
физ. лицо,получение средств,3076.07,безналичный,Витебск,Приорбанк-WPBF-017,18-05-2009,22:40:28,успешно,нет,0.0
юр. лицо,списание средств,158.3,безналичный,Могилев,Белинвестбанк-AJFD-773,17-08-2016,02:52:49,недостаточно средств,да,5.01
юр. лицо,получение средств,1799.57,наличный,Могилев,Приорбанк-AYKM-429,20-06-2003,14:47:17,успешно,нет,0.0
юр. лицо,списание средств,4735.3,безналичный,Минск,Приорбанк-WNWO-414,12-08-2007,16:06:17,успешно,нет,0.0
юр. лицо,списание средств,4117.06,безналичный,Гродно,Белинвестбанк-KQHM-567,09-07-2000,10:05:48,неправильный ввод пин-кода,да,75.6
физ. лицо,списание средств,3691.32,наличный,Могилев,БелАгропромбанк-LEMX-549,24-09-2001,23:04:03,успешно,да,183.93
физ. лицо,списание средств,2625.05,безналичный,Витебск,Приорбанк-SKYK-599,20-10-2021,07:41:05,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4861.5,наличный,Гродно,Приорбанк-VVTV-627,28-10-2022,01:09:01,успешно,нет,0.0
юр. лицо,получение средств,3103.2,наличный,Минск,Беларусбанк-KZMY-166,05-02-2012,04:42:53,успешно,нет,0.0
юр. лицо,списание средств,4560.66,безналичный,Могилев,Приорбанк-QOPK-683,28-06-2012,17:57:25,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3734.71,безналичный,Могилев,БелАгропромбанк-WVEY-486,26-05-2004,20:36:01,успешно,нет,0.0
физ. лицо,списание средств,1451.3,безналичный,Витебск,Беларусбанк-GRDM-679,10-06-2006,09:19:35,недостаточно средств,нет,0.0
физ. лицо,получение средств,2860.38,безналичный,Гомель,Приорбанк-BRFU-202,05-03-2000,11:26:19,успешно,нет,0.0
физ. лицо,списание средств,1720.89,наличный,Гомель,МаксБанк-OQFJ-058,29-12-2001,02:50:16,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,65.51,наличный,Брест,Беларусбанк-HIHJ-091,26-09-2021,12:49:50,успешно,нет,0.0
юр. лицо,списание средств,4039.77,безналичный,Минск,Приорбанк-HMYV-312,25-02-2022,18:12:17,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4144.19,наличный,Минск,Белинвестбанк-UGCM-522,08-06-2011,20:31:11,недостаточно средств,да,354.89
юр. лицо,получение средств,2050.67,безналичный,Гродно,Приорбанк-YJJH-418,19-05-2000,00:44:01,успешно,нет,0.0
физ. лицо,списание средств,2457.07,безналичный,Минск,Белинвестбанк-RSUH-182,16-06-2021,12:13:13,недостаточно средств,нет,0.0
юр. лицо,получение средств,4878.74,безналичный,Витебск,Беларусбанк-CXKO-959,09-02-2022,07:22:17,успешно,нет,0.0
юр. лицо,списание средств,161.92,наличный,Могилев,Белинвестбанк-CAYT-472,06-05-2007,22:26:06,недостаточно средств,нет,0.0
юр. лицо,получение средств,1024.77,безналичный,Гомель,Беларусбанк-IFGW-865,05-05-2001,16:22:17,успешно,нет,0.0
юр. лицо,получение средств,3823.8,наличный,Гомель,Белинвестбанк-WPNR-511,14-08-2006,11:05:44,успешно,нет,0.0
юр. лицо,получение средств,233.23,безналичный,Брест,МаксБанк-MBGT-764,30-08-2010,01:06:58,успешно,нет,0.0
физ. лицо,получение средств,4506.49,наличный,Брест,Белинвестбанк-ISTH-295,19-08-2000,22:59:16,успешно,нет,0.0
физ. лицо,списание средств,1339.95,наличный,Витебск,БелАгропромбанк-HNEO-182,22-09-2000,04:08:28,неправильный ввод пин-кода,да,114.47
физ. лицо,получение средств,957.51,наличный,Гомель,МаксБанк-EEVP-828,03-08-2010,00:23:36,успешно,нет,0.0
физ. лицо,списание средств,4705.02,безналичный,Гродно,МаксБанк-MLOD-023,06-05-2004,13:27:41,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2571.46,безналичный,Гродно,Белинвестбанк-HMSP-104,30-12-2014,20:38:14,успешно,нет,0.0
физ. лицо,получение средств,4959.95,безналичный,Могилев,Беларусбанк-HRZB-239,10-02-2012,08:17:00,успешно,нет,0.0
юр. лицо,получение средств,3270.24,безналичный,Гомель,БелАгропромбанк-FOZM-043,07-02-2023,21:01:48,успешно,нет,0.0
юр. лицо,получение средств,405.47,безналичный,Гомель,Беларусбанк-BTHV-828,12-01-2024,09:52:53,успешно,нет,0.0
юр. лицо,списание средств,3239.05,безналичный,Могилев,Белинвестбанк-WIAT-232,22-07-2008,13:35:06,успешно,да,79.93
юр. лицо,получение средств,1651.84,наличный,Гродно,Белинвестбанк-VVUV-393,04-04-2015,13:44:27,успешно,нет,0.0
физ. лицо,списание средств,422.51,безналичный,Брест,БелАгропромбанк-MNMO-591,04-08-2021,22:26:23,неправильный ввод пин-кода,да,27.02
физ. лицо,получение средств,30.34,безналичный,Гомель,БелАгропромбанк-TFWL-757,07-12-2009,21:29:59,успешно,нет,0.0
физ. лицо,списание средств,265.46,наличный,Гомель,Белинвестбанк-LWOC-078,07-11-2014,16:23:02,успешно,да,23.21
физ. лицо,получение средств,3441.95,наличный,Гомель,Белинвестбанк-AZAV-075,31-10-2020,06:15:37,успешно,нет,0.0
юр. лицо,получение средств,2452.39,наличный,Гродно,Белинвестбанк-DGDM-503,01-02-2003,06:16:54,успешно,нет,0.0
юр. лицо,списание средств,4956.19,безналичный,Могилев,Белинвестбанк-EAYW-860,28-02-2013,19:54:10,недостаточно средств,нет,0.0
юр. лицо,списание средств,3849.78,наличный,Минск,Приорбанк-TGLS-660,18-05-2000,17:48:31,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4776.87,безналичный,Минск,БелАгропромбанк-JZVX-459,22-09-2006,00:42:09,успешно,нет,0.0
физ. лицо,получение средств,4082.02,безналичный,Витебск,МаксБанк-ARYQ-258,22-11-2007,07:53:48,успешно,нет,0.0
юр. лицо,получение средств,4828.46,наличный,Гродно,Беларусбанк-LVFI-177,10-08-2018,16:02:19,успешно,нет,0.0
физ. лицо,списание средств,1950.6,наличный,Гродно,Беларусбанк-CBCI-673,20-06-2012,19:58:28,недостаточно средств,да,77.33
физ. лицо,списание средств,111.48,наличный,Гомель,МаксБанк-QRKY-688,06-06-2010,13:12:21,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4060.26,наличный,Витебск,Белинвестбанк-TCYA-644,01-11-2013,19:49:53,успешно,нет,0.0
физ. лицо,получение средств,3038.97,безналичный,Витебск,Беларусбанк-VCSA-238,24-04-2008,14:59:41,успешно,нет,0.0
юр. лицо,получение средств,2280.02,безналичный,Минск,МаксБанк-JQAF-913,07-07-2004,13:49:27,успешно,нет,0.0
физ. лицо,получение средств,4023.37,наличный,Витебск,МаксБанк-IFOE-800,04-11-2018,18:35:17,успешно,нет,0.0
физ. лицо,получение средств,1205.44,безналичный,Гомель,БелАгропромбанк-FSRE-538,06-03-2002,21:58:51,успешно,нет,0.0
физ. лицо,получение средств,4029.05,безналичный,Минск,Белинвестбанк-NUNU-038,10-02-2000,00:22:18,успешно,нет,0.0
юр. лицо,списание средств,4084.6,наличный,Могилев,БелАгропромбанк-BABU-657,09-08-2004,19:50:33,недостаточно средств,да,280.79
физ. лицо,получение средств,4100.92,наличный,Витебск,Беларусбанк-NBKJ-009,31-10-2005,12:11:23,успешно,нет,0.0
физ. лицо,получение средств,2833.38,наличный,Витебск,Беларусбанк-INRU-206,13-11-2013,15:54:47,успешно,нет,0.0
физ. лицо,получение средств,2694.52,наличный,Витебск,БелАгропромбанк-TJCI-727,07-06-2024,09:57:53,успешно,нет,0.0
юр. лицо,получение средств,4257.25,безналичный,Могилев,Беларусбанк-ITCO-184,25-02-2005,20:02:05,успешно,нет,0.0
юр. лицо,получение средств,1010.8,наличный,Витебск,Белинвестбанк-MCYQ-266,18-09-2006,12:07:48,успешно,нет,0.0
юр. лицо,получение средств,652.77,безналичный,Витебск,Белинвестбанк-MDTI-296,25-07-2008,04:31:54,успешно,нет,0.0
физ. лицо,списание средств,950.63,безналичный,Гродно,Беларусбанк-XBJD-711,16-12-2013,21:33:06,неправильный ввод пин-кода,да,56.52
физ. лицо,списание средств,2958.42,наличный,Гродно,БелАгропромбанк-QQPD-931,03-10-2018,00:04:08,недостаточно средств,нет,0.0
физ. лицо,списание средств,638.89,наличный,Брест,Беларусбанк-BQUR-874,22-11-2012,15:10:54,успешно,нет,0.0
физ. лицо,получение средств,3149.38,наличный,Могилев,БелАгропромбанк-WNMV-210,28-08-2016,13:14:38,успешно,нет,0.0
физ. лицо,списание средств,524.87,безналичный,Витебск,Приорбанк-YRWY-168,20-09-2022,00:12:07,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2180.4,безналичный,Гродно,БелАгропромбанк-ERIQ-019,27-05-2023,18:57:28,недостаточно средств,нет,0.0
физ. лицо,списание средств,2869.2,безналичный,Витебск,Приорбанк-CIGD-411,13-12-2018,01:13:15,успешно,да,188.44
физ. лицо,списание средств,1741.75,наличный,Гродно,МаксБанк-FCNN-832,03-02-2018,21:50:47,успешно,нет,0.0
юр. лицо,получение средств,4282.09,безналичный,Брест,МаксБанк-OQVQ-308,02-02-2024,00:52:26,успешно,нет,0.0
юр. лицо,списание средств,1555.41,наличный,Гродно,БелАгропромбанк-NLVV-596,06-06-2023,01:42:33,успешно,да,61.14
